ID_SAMPLE,GENE,SIMILARITY_RATE,WITHIN_THRESHOLD?
705654,NRAS,22,NO
1467748,NRAS,6,NO
2352977,NRAS,0,NO
2801385,NRAS,5,NO
2686408,NRAS,3,NO
2339489,NRAS,6,NO
2121645,NRAS,10,NO
2353004,NRAS,32,NO
2653792,NRAS,2,NO
1102544,NRAS,11,NO
2801392,NRAS,32,NO
1065167,NRAS,20,NO
1223327,NRAS,8,NO
1038480,NRAS,4,NO
2352973,NRAS,5,NO
1723699,NRAS,4,NO
1038482,NRAS,26,NO
886427,NRAS,4,NO
2013602,NRAS,1,NO
2007933,NRAS,5,NO
747839,NRAS,3,NO
1213981,NRAS,6,NO
1675419,NRAS,2,NO
1882595,NRAS,4,NO
1497028,NRAS,1,NO
2013603,NRAS,0,NO
1985983,NRAS,1,NO
2353000,NRAS,6,NO
1229495,NRAS,32,NO
749586,NRAS,12,NO
1038483,NRAS,1,NO
891613,NRAS,1,NO
690497,NRAS,1,NO
1675422,NRAS,32,NO
2439381,NRAS,4,NO
711390,NRAS,6,NO
1431463,NRAS,3,NO
1960003,NRAS,9,NO
888991,NRAS,1,NO
1723760,NRAS,10,NO
2380405,NRAS,2,NO
1239015,NRAS,8,NO
1673885,NRAS,7,NO
705661,NRAS,2,NO
1993639,NRAS,2,NO
2352971,NRAS,1,NO
967650,NRAS,32,NO
2353011,NRAS,6,NO
1497024,NRAS,3,NO
2720662,NRAS,3,NO
1238955,NRAS,1,NO
852200,NRAS,6,NO
1820050,NRAS,6,NO
711396,NRAS,32,NO
1532608,NRAS,2,NO
2584515,NRAS,0,NO
721138,NRAS,6,NO
721129,NRAS,1,NO
2352981,NRAS,2,NO
888283,NRAS,1,NO
1820047,NRAS,14,NO
2159441,NRAS,6,NO
886406,NRAS,3,NO
2724089,NRAS,14,NO
690491,NRAS,1,NO
889028,NRAS,3,NO
2724170,NRAS,1,NO
1838443,NRAS,32,NO
1038543,NRAS,2,NO
2012861,NRAS,1,NO
967634,NRAS,8,NO
2013682,NRAS,3,NO
1046900,NRAS,17,NO
1723544,NRAS,3,NO
1630193,NRAS,21,NO
1038499,NRAS,17,NO
2012857,NRAS,9,NO
891619,NRAS,4,NO
2625830,NRAS,2,NO
2779662,NRAS,18,NO
2406339,NRAS,10,NO
2141828,NRAS,0,NO
1532587,NRAS,4,NO
1102501,NRAS,1,NO
2839462,NRAS,1,NO
945780,NRAS,8,NO
888480,NRAS,2,NO
967638,NRAS,17,NO
1038486,NRAS,4,NO
2352992,NRAS,32,NO
711379,NRAS,4,NO
2583925,NRAS,2,NO
1112928,NRAS,7,NO
1545628,NRAS,19,NO
1844475,NRAS,6,NO
1046903,NRAS,5,NO
1248980,NRAS,1,NO
1082455,NRAS,12,NO
2121646,NRAS,6,NO
967648,NRAS,32,NO
2839481,NRAS,25,NO
705696,NRAS,11,NO
2353001,NRAS,32,NO
1038491,NRAS,12,NO
2839486,NRAS,1,NO
2583920,NRAS,25,NO
2121704,NRAS,3,NO
1038505,NRAS,32,NO
1673904,NRAS,9,NO
1046902,NRAS,2,NO
923915,NRAS,5,NO
1838475,NRAS,3,NO
2839364,NRAS,19,NO
2760747,NRAS,2,NO
1532596,NRAS,15,NO
967672,NRAS,1,NO
1239007,NRAS,6,NO
2837887,NRAS,1,NO
2352996,NRAS,3,NO
2443619,NRAS,8,NO
2521520,NRAS,6,NO
1532599,NRAS,6,NO
2604072,NRAS,6,NO
2121652,NRAS,2,NO
1136667,NRAS,13,NO
1882588,NRAS,13,NO
1882586,NRAS,32,NO
2121766,NRAS,32,NO
2339749,NRAS,11,NO
1103468,NRAS,1,NO
749591,NRAS,2,NO
1248985,NRAS,32,NO
704910,NRAS,6,NO
721143,NRAS,3,NO
2722415,NRAS,6,NO
711415,NRAS,6,NO
967682,NRAS,32,NO
1229499,NRAS,5,NO
2843105,NRAS,2,NO
1687031,NRAS,2,NO
2439377,NRAS,8,NO
1985980,NRAS,10,NO
1559445,NRAS,1,NO
888478,NRAS,14,NO
2121511,NRAS,12,NO
2439353,NRAS,3,NO
2686393,NRAS,4,NO
2604077,NRAS,5,NO
1082446,NRAS,9,NO
1921231,NRAS,21,NO
706093,NRAS,32,NO
2614972,NRAS,19,NO
1103467,NRAS,15,NO
1046862,NRAS,32,NO
690714,NRAS,2,NO
888473,NRAS,2,NO
888041,NRAS,9,NO
967630,NRAS,32,NO
1038504,NRAS,4,NO
891615,NRAS,32,NO
2544930,NRAS,6,NO
1723759,NRAS,3,NO
2007661,NRAS,0,NO
1941971,NRAS,2,NO
967643,NRAS,14,NO
889021,NRAS,6,NO
1223340,NRAS,12,NO
2570191,NRAS,22,NO
2439326,NRAS,10,NO
2163866,NRAS,31,NO
2839336,NRAS,19,NO
2839429,NRAS,2,NO
888370,NRAS,32,NO
1229494,NRAS,32,NO
2520902,NRAS,1,NO
2352995,NRAS,8,NO
967633,NRAS,5,NO
888037,NRAS,2,NO
1708652,NRAS,28,NO
1882585,NRAS,0,NO
1664824,NRAS,0,NO
1855590,NRAS,7,NO
705660,NRAS,8,NO
2780279,NRAS,2,NO
2894821,NRAS,9,NO
1038500,NRAS,7,NO
1959991,NRAS,4,NO
1691680,NRAS,5,NO
1630181,NRAS,6,NO
2121753,NRAS,9,NO
2380402,NRAS,20,NO
924486,NRAS,6,NO
2121685,NRAS,9,NO
2121618,NRAS,1,NO
1223329,NRAS,30,NO
690449,NRAS,22,NO
1038514,NRAS,20,NO
2719578,NRAS,1,NO
1532590,NRAS,8,NO
2643106,NRAS,1,NO
967635,NRAS,6,NO
1882591,NRAS,16,NO
685207,NRAS,0,NO
2803762,NRAS,1,NO
2688693,NRAS,1,NO
692138,NRAS,2,NO
1723371,NRAS,5,NO
967665,NRAS,28,NO
967663,NRAS,32,NO
1213977,NRAS,6,NO
1708655,NRAS,28,NO
2012856,NRAS,12,NO
888366,NRAS,1,NO
2716579,NRAS,9,NO
1046837,NRAS,11,NO
711404,NRAS,2,NO
967649,NRAS,16,NO
2121656,NRAS,32,NO
2340116,NRAS,32,NO
888993,NRAS,2,NO
888487,NRAS,6,NO
1820048,NRAS,6,NO
1046853,NRAS,32,NO
727864,NRAS,5,NO
747971,NRAS,1,NO
2730741,NRAS,5,NO
1675431,NRAS,6,NO
1038529,NRAS,9,NO
945791,NRAS,15,NO
1248988,NRAS,2,NO
2069650,NRAS,6,NO
690733,NRAS,0,NO
1470089,NRAS,32,NO
2466801,NRAS,14,NO
888995,NRAS,9,NO
1046854,NRAS,32,NO
1180936,NRAS,11,NO
690722,NRAS,32,NO
1687047,NRAS,4,NO
727863,NRAS,2,NO
2578998,NRAS,1,NO
2686512,NRAS,2,NO
2012858,NRAS,2,NO
1789019,NRAS,26,NO
2839373,NRAS,17,NO
727880,NRAS,5,NO
1038494,NRAS,8,NO
690495,NRAS,2,NO
2007678,NRAS,2,NO
2719849,NRAS,4,NO
2614963,NRAS,3,NO
2339480,NRAS,1,NO
1180949,NRAS,0,NO
2141827,NRAS,2,NO
2439313,NRAS,4,NO
2839316,NRAS,32,NO
1630152,NRAS,12,NO
1102540,NRAS,32,NO
1038524,NRAS,16,NO
1470094,NRAS,22,NO
1038548,NRAS,17,NO
1431468,NRAS,12,NO
2340343,NRAS,0,NO
1046846,NRAS,11,NO
1723694,NRAS,5,NO
1103531,NRAS,6,NO
1870297,NRAS,1,NO
2339743,NRAS,6,NO
1959985,NRAS,32,NO
1652557,NRAS,17,NO
2879156,NRAS,0,NO
1723616,NRAS,6,NO
2304241,NRAS,19,NO
747928,NRAS,2,NO
2121650,NRAS,32,NO
2579023,NRAS,21,NO
1882597,NRAS,2,NO
705704,NRAS,14,NO
2520906,NRAS,6,NO
1703639,NRAS,4,NO
2839441,NRAS,1,NO
2894834,NRAS,2,NO
1470080,NRAS,2,NO
2352994,NRAS,32,NO
2724497,NRAS,6,NO
967656,NRAS,32,NO
1723554,NRAS,16,NO
1223349,NRAS,1,NO
1038550,NRAS,22,NO
1882593,NRAS,3,NO
1882391,NRAS,4,NO
1675417,NRAS,5,NO
1532606,NRAS,12,NO
2384188,NRAS,9,NO
1180947,NRAS,0,NO
891627,NRAS,0,NO
1630171,NRAS,32,NO
705655,NRAS,32,NO
2717543,NRAS,5,NO
1838399,NRAS,5,NO
1102494,NRAS,5,NO
2443576,NRAS,4,NO
1820043,NRAS,18,NO
2121662,NRAS,2,NO
721122,NRAS,5,NO
704879,NRAS,6,NO
2579062,NRAS,2,NO
1665003,NRAS,11,NO
1223341,NRAS,11,NO
2384202,NRAS,6,NO
2352984,NRAS,16,NO
2012852,NRAS,7,NO
2725001,NRAS,23,NO
1075303,NRAS,32,NO
1046863,NRAS,32,NO
701184,NRAS,2,NO
706085,NRAS,6,NO
1136670,NRAS,4,NO
2801373,NRAS,13,NO
1870300,NRAS,4,NO
1038531,NRAS,20,NO
711392,NRAS,25,NO
2726708,NRAS,4,NO
721140,NRAS,6,NO
1075331,NRAS,1,NO
967640,NRAS,32,NO
2839337,NRAS,1,NO
2028580,NRAS,4,NO
2604070,NRAS,1,NO
2686365,NRAS,5,NO
2121535,NRAS,30,NO
967641,NRAS,20,NO
1558183,NRAS,13,NO
2801384,NRAS,5,NO
2520890,NRAS,18,NO
2719022,NRAS,4,NO
705695,NRAS,5,NO
2839423,NRAS,8,NO
2837879,NRAS,6,NO
888023,NRAS,7,NO
2686345,NRAS,2,NO
2686520,NRAS,19,NO
2688766,NRAS,28,NO
1673895,NRAS,2,NO
2686459,NRAS,3,NO
705653,NRAS,32,NO
2801387,NRAS,7,NO
1038518,NRAS,32,NO
705640,NRAS,6,NO
2439325,NRAS,1,NO
2839452,NRAS,1,NO
2352976,NRAS,32,NO
1941968,NRAS,6,NO
2443586,NRAS,17,NO
741551,NRAS,18,NO
2339745,NRAS,17,NO
1470292,NRAS,2,NO
2721087,NRAS,1,NO
945778,NRAS,8,NO
1675432,NRAS,11,NO
721133,NRAS,6,NO
1687166,NRAS,6,NO
888363,NRAS,0,NO
721127,NRAS,6,NO
2121562,NRAS,13,NO
2263234,NRAS,28,NO
1834997,NRAS,6,NO
2443580,NRAS,1,NO
888371,NRAS,3,NO
685282,NRAS,6,NO
2578996,NRAS,12,NO
2121694,NRAS,1,NO
1103470,NRAS,32,NO
1723669,NRAS,7,NO
886423,NRAS,6,NO
2013621,NRAS,3,NO
1630182,NRAS,6,NO
1838439,NRAS,5,NO
1675423,NRAS,11,NO
2352969,NRAS,4,NO
2843040,NRAS,1,NO
2443606,NRAS,14,NO
967668,NRAS,1,NO
690741,NRAS,29,NO
2721103,NRAS,14,NO
1431461,NRAS,9,NO
1136665,NRAS,18,NO
705706,NRAS,6,NO
2520889,NRAS,10,NO
2843036,NRAS,33,NO
2773083,NRAS,12,NO
1431441,NRAS,19,NO
2653852,NRAS,2,NO
1723358,NRAS,5,NO
2839360,NRAS,14,NO
1238971,NRAS,6,NO
967658,NRAS,0,NO
1431444,NRAS,15,NO
2520891,NRAS,1,NO
886422,NRAS,32,NO
1046845,NRAS,3,NO
2686392,NRAS,6,NO
721808,NRAS,7,NO
690499,NRAS,2,NO
888481,NRAS,20,NO
701191,NRAS,10,NO
1497027,NRAS,6,NO
2686324,NRAS,3,NO
1038488,NRAS,22,NO
1751754,NRAS,2,NO
1047658,NRAS,32,NO
2843019,NRAS,6,NO
2722863,NRAS,6,NO
1046891,NRAS,32,NO
1047649,NRAS,3,NO
2773084,NRAS,19,NO
1038479,NRAS,12,NO
705656,NRAS,13,NO
2380407,NRAS,1,NO
889008,NRAS,2,NO
727866,NRAS,15,NO
2158830,NRAS,2,NO
1102554,NRAS,1,NO
852196,NRAS,2,NO
2121615,NRAS,32,NO
2158838,NRAS,10,NO
1675413,NRAS,17,NO
1038537,NRAS,32,NO
2439312,NRAS,9,NO
1993541,NRAS,32,NO
2304243,NRAS,7,NO
2443600,NRAS,4,NO
1046859,NRAS,3,NO
2583927,NRAS,5,NO
721811,NRAS,2,NO
1985981,NRAS,4,NO
2121625,NRAS,8,NO
1993520,NRAS,32,NO
2492726,NRAS,32,NO
1855589,NRAS,32,NO
1047661,NRAS,2,NO
1664828,NRAS,12,NO
888376,NRAS,6,NO
2012851,NRAS,6,NO
1548854,NRAS,4,NO
2304245,NRAS,6,NO
2779663,NRAS,0,NO
2352970,NRAS,24,NO
1882574,NRAS,22,NO
1038517,NRAS,15,NO
891620,NRAS,15,NO
1038522,NRAS,32,NO
1038492,NRAS,32,NO
889840,NRAS,1,NO
1630180,NRAS,3,NO
711407,NRAS,10,NO
721806,NRAS,9,NO
2439365,NRAS,5,NO
2013575,NRAS,32,NO
1102458,NRAS,4,NO
1046848,NRAS,2,NO
1687175,NRAS,2,NO
1046886,NRAS,9,NO
886410,NRAS,5,NO
891618,NRAS,32,NO
1470092,NRAS,0,NO
1038525,NRAS,2,NO
747784,NRAS,1,NO
1309928,NRAS,1,NO
1223325,NRAS,32,NO
720626,NRAS,14,NO
1532603,NRAS,15,NO
2457482,NRAS,20,NO
2569670,NRAS,2,NO
711400,NRAS,1,NO
1959997,NRAS,32,NO
1467747,NRAS,6,NO
2843102,NRAS,3,NO
2723349,NRAS,32,NO
713519,NRAS,12,NO
888357,NRAS,12,NO
1675411,NRAS,3,NO
1993549,NRAS,7,NO
2779674,NRAS,20,NO
2653822,NRAS,6,NO
1915343,NRAS,23,NO
2801380,NRAS,3,NO
1708651,NRAS,0,NO
888358,NRAS,2,NO
967637,NRAS,22,NO
2879178,NRAS,2,NO
2686485,NRAS,32,NO
2069649,NRAS,6,NO
2263033,NRAS,10,NO
2013643,NRAS,17,NO
1038484,NRAS,8,NO
888347,NRAS,12,NO
2839473,NRAS,6,NO
1675434,NRAS,32,NO
1102459,NRAS,0,NO
2686472,NRAS,8,NO
2520898,NRAS,1,NO
1838436,NRAS,1,NO
717850,NRAS,6,NO
889775,NRAS,32,NO
685248,NRAS,32,NO
1630167,NRAS,19,NO
1038516,NRAS,1,NO
888484,NRAS,4,NO
1703620,NRAS,8,NO
1532601,NRAS,1,NO
1470100,NRAS,14,NO
2725827,NRAS,4,NO
2579056,NRAS,4,NO
2121611,NRAS,18,NO
1038562,NRAS,5,NO
2544840,NRAS,5,NO
1467736,NRAS,11,NO
1723566,NRAS,3,NO
889012,NRAS,5,NO
2121724,NRAS,2,NO
2292472,NRAS,9,NO
1223343,NRAS,8,NO
1820038,NRAS,15,NO
1539892,NRAS,16,NO
2185863,NRAS,32,NO
2543943,NRAS,9,NO
747733,NRAS,6,NO
2352997,NRAS,32,NO
1082439,NRAS,10,NO
1038542,NRAS,22,NO
2801391,NRAS,0,NO
711409,NRAS,32,NO
2801371,NRAS,8,NO
2720452,NRAS,1,NO
1960002,NRAS,29,NO
741555,NRAS,1,NO
747817,NRAS,6,NO
967652,NRAS,32,NO
1467790,NRAS,0,NO
2121643,NRAS,25,NO
967674,NRAS,12,NO
888365,NRAS,15,NO
1960001,NRAS,0,NO
2724959,NRAS,6,NO
891622,NRAS,26,NO
2839339,NRAS,2,NO
2839483,NRAS,1,NO
2614967,NRAS,17,NO
1630191,NRAS,4,NO
1229498,NRAS,28,NO
2353008,NRAS,1,NO
2784913,NRAS,7,NO
1838456,NRAS,12,NO
2653833,NRAS,7,NO
891624,NRAS,6,NO
1673897,NRAS,16,NO
1082442,NRAS,2,NO
1838433,NRAS,13,NO
747992,NRAS,7,NO
2352998,NRAS,9,NO
2163851,NRAS,6,NO
1038558,NRAS,32,NO
2304244,NRAS,2,NO
2013619,NRAS,32,NO
1882573,NRAS,3,NO
1993414,NRAS,5,NO
2163817,NRAS,6,NO
711413,NRAS,15,NO
1675424,NRAS,1,NO
2439345,NRAS,0,NO
1136666,NRAS,2,NO
1038510,NRAS,32,NO
1154461,NRAS,32,NO
1431471,NRAS,10,NO
2779650,NRAS,4,NO
2339490,NRAS,8,NO
2121746,NRAS,2,NO
2339465,NRAS,18,NO
1882583,NRAS,1,NO
1038507,NRAS,5,NO
1532607,NRAS,15,NO
2614966,NRAS,32,NO
1882610,NRAS,14,NO
721139,NRAS,6,NO
1038509,NRAS,3,NO
2121676,NRAS,4,NO
2725257,NRAS,25,NO
690736,NRAS,2,NO
721125,NRAS,4,NO
1046838,NRAS,1,NO
2779679,NRAS,5,NO
2803758,NRAS,1,NO
2784908,NRAS,4,NO
1838400,NRAS,23,NO
2352978,NRAS,17,NO
1065159,NRAS,2,NO
1223344,NRAS,1,NO
1046842,NRAS,26,NO
2492718,NRAS,0,NO
701193,NRAS,10,NO
713527,NRAS,32,NO
2121663,NRAS,6,NO
1723725,NRAS,20,NO
1751767,NRAS,0,NO
2801383,NRAS,14,NO
705686,NRAS,0,NO
2163811,NRAS,7,NO
1102503,NRAS,13,NO
747751,NRAS,6,NO
2686476,NRAS,6,NO
2543940,NRAS,16,NO
705699,NRAS,17,NO
2779677,NRAS,6,NO
2163799,NRAS,4,NO
2121715,NRAS,6,NO
1497025,NRAS,11,NO
2843018,NRAS,6,NO
1723405,NRAS,1,NO
2614964,NRAS,6,NO
888486,NRAS,6,NO
2801375,NRAS,2,NO
2121683,NRAS,3,NO
1467763,NRAS,1,NO
1180946,NRAS,23,NO
967657,NRAS,14,NO
1870302,NRAS,1,NO
1047662,NRAS,32,NO
1630174,NRAS,5,NO
2443581,NRAS,1,NO
2604076,NRAS,4,NO
2719720,NRAS,6,NO
1248981,NRAS,12,NO
1673886,NRAS,9,NO
721116,NRAS,2,NO
1946202,NRAS,3,NO
888351,NRAS,13,NO
2579013,NRAS,8,NO
1675414,NRAS,1,NO
1467774,NRAS,15,NO
1532593,NRAS,8,NO
1723582,NRAS,3,NO
690511,NRAS,2,NO
888296,NRAS,4,NO
1497023,NRAS,6,NO
2839487,NRAS,4,NO
721814,NRAS,32,NO
2012853,NRAS,26,NO
1820054,NRAS,8,NO
701190,NRAS,8,NO
2013606,NRAS,11,NO
2801381,NRAS,2,NO
1751757,NRAS,0,NO
2569673,NRAS,2,NO
1993308,NRAS,6,NO
690435,NRAS,23,NO
1870298,NRAS,32,NO
2894828,NRAS,32,NO
705649,NRAS,3,NO
2520901,NRAS,13,NO
2163845,NRAS,3,NO
1820051,NRAS,32,NO
721119,NRAS,6,NO
1789018,NRAS,31,NO
2725204,NRAS,5,NO
2773088,NRAS,32,NO
1470078,NRAS,6,NO
2544926,NRAS,6,NO
2520897,NRAS,5,NO
2724980,NRAS,14,NO
705669,NRAS,14,NO
705694,NRAS,32,NO
684527,NRAS,7,NO
1882611,NRAS,2,NO
1431442,NRAS,1,NO
2353007,NRAS,19,NO
2352986,NRAS,0,NO
2688754,NRAS,1,NO
2185964,NRAS,16,NO
724823,NRAS,0,NO
2839406,NRAS,4,NO
1723641,NRAS,6,NO
1046840,NRAS,32,NO
1211292,NRAS,32,NO
2237770,NRAS,1,NO
2121547,NRAS,7,NO
1959995,NRAS,7,NO
2779655,NRAS,6,NO
1467749,NRAS,6,NO
1703638,NRAS,8,NO
1180941,NRAS,5,NO
2542918,NRAS,7,NO
2013649,NRAS,6,NO
2839365,NRAS,2,NO
888321,NRAS,6,NO
2686516,NRAS,3,NO
2686490,NRAS,4,NO
2720389,NRAS,6,NO
1993621,NRAS,16,NO
886417,NRAS,19,NO
2579006,NRAS,32,NO
2724524,NRAS,0,NO
2801374,NRAS,32,NO
1708660,NRAS,3,NO
2726616,NRAS,27,NO
704883,NRAS,5,NO
2163838,NRAS,32,NO
706089,NRAS,32,NO
704877,NRAS,6,NO
2339957,NRAS,5,NO
1993734,NRAS,32,NO
2352989,NRAS,3,NO
2614962,NRAS,26,NO
2604075,NRAS,7,NO
1103469,NRAS,7,NO
2492715,NRAS,5,NO
2688713,NRAS,4,NO
2466772,NRAS,5,NO
2837894,NRAS,6,NO
967679,NRAS,0,NO
2718635,NRAS,5,NO
747705,NRAS,6,NO
690410,NRAS,11,NO
2121771,NRAS,13,NO
2894857,NRAS,13,NO
2339744,NRAS,9,NO
2012855,NRAS,10,NO
1993688,NRAS,32,NO
2653861,NRAS,0,NO
2801376,NRAS,32,NO
2007948,NRAS,10,NO
2779666,NRAS,16,NO
2380394,NRAS,7,NO
721748,NRAS,5,NO
705670,NRAS,15,NO
2717309,NRAS,2,NO
1103530,NRAS,6,NO
2013674,NRAS,7,NO
1431462,NRAS,32,NO
967651,NRAS,2,NO
1532600,NRAS,17,NO
727865,NRAS,6,NO
1789020,NRAS,11,NO
721106,NRAS,6,NO
2466830,NRAS,3,NO
967645,NRAS,32,NO
1985984,NRAS,6,NO
2839310,NRAS,1,NO
1038511,NRAS,3,NO
2569672,NRAS,11,NO
2834140,NRAS,29,NO
2352974,NRAS,7,NO
705629,NRAS,0,NO
2839446,NRAS,2,NO
2439386,NRAS,22,NO
1038534,NRAS,1,NO
1470077,NRAS,18,NO
888477,NRAS,18,NO
888292,NRAS,9,NO
2121639,NRAS,4,NO
1102532,NRAS,2,NO
2007655,NRAS,7,NO
2012863,NRAS,21,NO
2520893,NRAS,2,NO
1038515,NRAS,32,NO
1075304,NRAS,10,NO
727876,NRAS,4,NO
727867,NRAS,5,NO
2262875,NRAS,10,NO
2544907,NRAS,6,NO
2121571,NRAS,18,NO
1431483,NRAS,5,NO
1470098,NRAS,14,NO
1431478,NRAS,1,NO
967653,NRAS,6,NO
2520903,NRAS,12,NO
1102543,NRAS,4,NO
1248975,NRAS,1,NO
1038478,NRAS,7,NO
2843064,NRAS,6,NO
888043,NRAS,6,NO
1959989,NRAS,3,NO
1937394,NRAS,2,NO
1038551,NRAS,0,NO
1941957,NRAS,2,NO
1211152,NRAS,1,NO
2686524,NRAS,32,NO
1470081,NRAS,14,NO
2779681,NRAS,30,NO
1664829,NRAS,3,NO
1038495,NRAS,0,NO
1838437,NRAS,32,NO
888374,NRAS,32,NO
1038487,NRAS,5,NO
2801388,NRAS,0,NO
1820046,NRAS,6,NO
891617,NRAS,5,NO
1248974,NRAS,1,NO
2721756,NRAS,18,NO
1699210,NRAS,1,NO
2121648,NRAS,12,NO
702099,NRAS,32,NO
2439389,NRAS,32,NO
1687078,NRAS,6,NO
1870303,NRAS,3,NO
1047650,NRAS,3,NO
2439367,NRAS,4,NO
2730740,NRAS,0,NO
1691681,NRAS,0,NO
1470095,NRAS,5,NO
747716,NRAS,2,NO
1047646,NRAS,1,NO
1751813,NRAS,6,NO
2121604,NRAS,3,NO
888489,NRAS,6,NO
2716146,NRAS,10,NO
2013599,NRAS,0,NO
1723396,NRAS,11,NO
2121567,NRAS,4,NO
727858,NRAS,32,NO
967660,NRAS,19,NO
706091,NRAS,1,NO
705650,NRAS,16,NO
2843063,NRAS,6,NO
2723804,NRAS,3,NO
2779652,NRAS,4,NO
747950,NRAS,6,NO
2801382,NRAS,32,NO
2492719,NRAS,4,NO
1248977,NRAS,1,NO
1545631,NRAS,0,NO
1229497,NRAS,2,NO
690729,NRAS,1,NO
2839311,NRAS,0,NO
1675421,NRAS,2,NO
2013656,NRAS,0,NO
888328,NRAS,2,NO
1691683,NRAS,16,NO
2725254,NRAS,3,NO
2686388,NRAS,2,NO
1853507,NRAS,11,NO
1853513,NRAS,32,NO
1855588,NRAS,11,NO
888462,NRAS,19,NO
2894833,NRAS,2,NO
967666,NRAS,0,NO
2779665,NRAS,32,NO
685208,NRAS,5,NO
1180934,NRAS,7,NO
1470293,NRAS,32,NO
749630,NRAS,0,NO
1687188,NRAS,6,NO
1532586,NRAS,1,NO
1993413,NRAS,32,NO
1136663,NRAS,12,NO
705693,NRAS,32,NO
2492724,NRAS,4,NO
2237773,NRAS,5,NO
2784905,NRAS,8,NO
1038549,NRAS,32,NO
749592,NRAS,0,NO
1960000,NRAS,2,NO
897737,NRAS,32,NO
2352987,NRAS,9,NO
1993376,NRAS,8,NO
727870,NRAS,22,NO
1470072,NRAS,12,NO
1558189,NRAS,0,NO
711406,NRAS,5,NO
2569671,NRAS,18,NO
1213974,NRAS,10,NO
2292464,NRAS,18,NO
741553,NRAS,14,NO
2894835,NRAS,5,NO
1038503,NRAS,6,NO
2380417,NRAS,2,NO
2353009,NRAS,3,NO
741552,NRAS,13,NO
2352979,NRAS,1,NO
2839313,NRAS,7,NO
1470083,NRAS,32,NO
2304246,NRAS,1,NO
1470074,NRAS,0,NO
1532585,NRAS,11,NO
2779687,NRAS,32,NO
1993724,NRAS,12,NO
2121602,NRAS,3,NO
2801377,NRAS,4,NO
2837901,NRAS,0,NO
1180951,NRAS,2,NO
1180944,NRAS,1,NO
2007677,NRAS,5,NO
727853,NRAS,8,NO
1853514,NRAS,1,NO
1548847,NRAS,32,NO
2439340,NRAS,13,NO
852199,NRAS,4,NO
2726901,NRAS,2,NO
711408,NRAS,29,NO
2007654,NRAS,32,NO
747982,NRAS,1,NO
2723001,NRAS,32,NO
1789017,NRAS,24,NO
1723637,NRAS,1,NO
2837883,NRAS,3,NO
2894846,NRAS,10,NO
1248989,NRAS,5,NO
1604872,NRAS,9,NO
2013632,NRAS,6,NO
1664825,NRAS,1,NO
1870301,NRAS,3,NO
1229492,NRAS,16,NO
2439387,NRAS,1,NO
1548846,NRAS,7,NO
2352975,NRAS,12,NO
1038546,NRAS,16,NO
695763,NRAS,83,YES
2339959,NRAS,32,NO
2439336,NRAS,1,NO
2121781,NRAS,8,NO
1038498,NRAS,12,NO
2028262,NRAS,1,NO
1789022,NRAS,16,NO
1993617,NRAS,6,NO
1038539,NRAS,0,NO
1136668,NRAS,11,NO
967664,NRAS,23,NO
2121626,NRAS,12,NO
1985973,NRAS,2,NO
1959993,NRAS,8,NO
1046860,NRAS,11,NO
1820044,NRAS,5,NO
1180940,NRAS,4,NO
2521305,NRAS,12,NO
2779661,NRAS,2,NO
2380400,MUC16,0,NO
2121698,MUC16,0,NO
2121569,MUC16,0,NO
2869883,MUC16,0,NO
2869849,MUC16,0,NO
2839319,MUC16,0,NO
2688658,MUC16,0,NO
2339488,MUC16,0,NO
2466834,MUC16,0,NO
2292472,MUC16,0,NO
2869839,MUC16,5,NO
2185962,MUC16,1,NO
2466830,MUC16,0,NO
2869850,MUC16,1,NO
2185858,MUC16,0,NO
2439362,MUC16,1,NO
2839359,MUC16,0,NO
2839385,MUC16,0,NO
2492709,MUC16,0,NO
2730735,MUC16,0,NO
2834130,MUC16,0,NO
2121688,MUC16,0,NO
2121550,MUC16,0,NO
2439310,MUC16,0,NO
2121669,MUC16,0,NO
2839339,MUC16,0,NO
2121798,MUC16,1,NO
2839389,MUC16,0,NO
2121614,MUC16,0,NO
2894853,MUC16,1,NO
2521254,MUC16,0,NO
2121579,MUC16,0,NO
2339483,MUC16,0,NO
2730738,MUC16,2,NO
2121767,MUC16,0,NO
2839323,MUC16,14,NO
2466837,MUC16,0,NO
2121655,MUC16,0,NO
2121660,MUC16,1,NO
2521292,MUC16,0,NO
2439325,MUC16,0,NO
2839306,MUC16,0,NO
1673885,MUC16,0,NO
2121640,MUC16,0,NO
2339750,MUC16,0,NO
2869885,MUC16,0,NO
2839483,MUC16,0,NO
2121675,MUC16,0,NO
2263571,MUC16,0,NO
2121708,MUC16,0,NO
2121750,MUC16,0,NO
2292475,MUC16,0,NO
2121621,MUC16,0,NO
2121507,MUC16,0,NO
2292476,MUC16,0,NO
2121511,MUC16,0,NO
2492701,MUC16,0,NO
2839316,MUC16,0,NO
2121567,MUC16,0,NO
2839310,MUC16,0,NO
2339958,MUC16,0,NO
2839382,MUC16,0,NO
2339479,MUC16,1,NO
2121686,MUC16,0,NO
2894839,MUC16,0,NO
2521290,MUC16,0,NO
1673898,MUC16,0,NO
2584590,MUC16,0,NO
2121728,MUC16,0,NO
2584584,MUC16,0,NO
2380397,MUC16,1,NO
2869846,MUC16,0,NO
2492703,MUC16,0,NO
2339735,MUC16,0,NO
2439347,MUC16,0,NO
2439326,MUC16,0,NO
2869837,MUC16,0,NO
